County,State,Less Than High School Diploma,At Least High School Diploma,At Least Bachelors's Degree,Graduate Degree,School Enrollment,Median Earnings 2010,Management.professional.and.related.occupations,Service.occupations,Sales.and.office.occupations,Farming.fishing.and.forestry.occupations,Construction.extraction.maintenance.and.repair.occupations,Production.transportation.and.material.moving.occupations,White (Not Latino) Population,African American Population,Native American Population,Asian American Population,Other Race or Races,Children Under 6 Living in Poverty,Adults 65 and Older Living in Poverty,Total Population,Gini.Coefficient,Teen.births,Adult.smoking,Adult.obesity,Diabetes,Sexually.transmitted.infections,HIV.prevalence.rate,Uninsured,Unemployment,Violent.crime,Homicide.rate,Injury.deaths,Infant.mortality,Preschool.Enrollment.Ratio.enrolled.ages.3.and.4,Poverty.Rate.below.federal.poverty.threshold,target
"Lafayette County, Missouri",Missouri,15.0,85.0,15.9,5.0,72.35,"(25000.0, 30000.0]",25.75,16.35,24.05,0.45,15.55,17.85,93.55,2.15,0.4,0.30000000000000004,1.75,18.4,9.2,33061,0.389,41.5,0.23199999999999998,0.311,0.098,256.0,70.5,0.151,0.07400000000000001,126.86,,67.3,7.2,28.9,10.85,43.819159026240925
"Perry County, Indiana",Indiana,17.5,82.5,8.3,4.0,68.1,"(25000.0, 30000.0]",18.1,18.55,18.25,1.3,13.45,30.35,95.35,2.5,0.2,0.25,0.65,16.7,8.55,19105,0.40299999999999997,51.1,0.245,0.321,0.094,155.0,66.0,0.153,0.079,128.97,,68.3,,45.7,10.55,18.61682242990654
"Brooke County, West Virginia",West Virginia,12.1,87.9,15.6,5.7,78.8,"(20000.0, 25000.0]",26.75,22.2,24.35,0.15,10.7,15.85,96.75,1.2,0.15,0.4,1.1,19.1,7.4,23935,0.426,26.5,0.266,0.34400000000000003,0.163,121.6,29.8,0.166,0.096,100.77,,90.9,,46.7,10.45,42.190775681341734
"Van Buren County, Arkansas",Arkansas,19.0,81.0,13.2,3.9,66.7,"(15000.0, 20000.0]",20.8,19.65,17.0,1.6,16.55,24.3,94.45,0.7000000000000001,1.25,0.15,1.25,47.6,12.4,16853,0.43799999999999994,63.5,0.312,0.332,0.128,240.0,47.4,0.22,0.08900000000000001,301.54,,96.3,,26.4,20.25,53.89263631253513
"Crawford County, Georgia",Georgia,21.3,78.7,13.6,2.7,71.2,"(30000.0, 40000.0]",27.8,14.45,26.35,4.0,13.55,13.8,73.4,22.6,0.6000000000000001,0.15,0.85,26.5,21.1,12570,0.46,31.3,0.28300000000000003,0.307,0.125,254.6,366.7,0.239,0.094,263.93,,59.2,,50.2,21.4,42.91254605390732
"Jefferson County, Missouri",Missouri,14.5,85.5,16.1,5.5,76.65,"(30000.0, 40000.0]",27.8,16.15,26.45,0.1,15.35,14.15,95.4,0.95,0.25,0.6000000000000001,1.3,15.95,7.3,217059,0.37799999999999995,31.8,0.276,0.35100000000000003,0.098,169.0,71.4,0.131,0.07400000000000001,261.94,2.4,78.1,6.3,43.6,9.4,35.3188196548047
"Ocean County, New Jersey",New Jersey,10.9,89.1,24.3,7.8,79.45,"(30000.0, 40000.0]",33.75,17.1,28.5,0.1,11.4,9.15,86.6,3.05,0.1,1.75,1.0,17.85,5.8,570997,0.426,19.1,0.173,0.264,0.111,127.4,120.3,0.127,0.103,120.14,1.52,40.9,3.7,57.6,8.45,33.99873647878209
"Monroe County, Kentucky",Kentucky,25.4,74.6,11.6,3.6,75.7,"(20000.0, 25000.0]",30.0,15.2,23.95,1.95,11.35,17.6,93.6,2.65,0.25,0.1,0.55,35.15,29.45,11306,0.465,54.3,0.24600000000000002,0.358,0.125,91.4,118.6,0.214,0.073,36.97,,126.3,,20.8,27.3,73.67261069925866
"Dallas County, Alabama",Alabama,23.2,76.8,14.3,6.0,76.6,"(20000.0, 25000.0]",25.55,15.75,22.0,1.15,9.3,26.25,30.3,67.95,0.2,0.35000000000000003,0.45,53.35,26.85,43284,0.515,74.6,0.206,0.414,0.151,1262.3,362.5,0.159,0.13699999999999998,794.32,19.7,80.8,8.6,43.1,31.9,-37.597437266417515
"Traill County, North Dakota",North Dakota,12.0,88.0,26.3,6.3,78.5,"(25000.0, 30000.0]",30.35,18.35,22.9,4.3,9.45,14.65,94.95,0.45,0.8,0.30000000000000004,0.8,7.75,11.85,8059,0.38299999999999995,16.5,0.132,0.353,0.081,356.0,,0.107,0.035,42.31,,,,23.8,9.05,26.50103519668737
"Lake County, Michigan",Michigan,20.3,79.7,8.5,2.3,69.65,"(15000.0, 20000.0]",21.3,21.0,23.5,1.35,9.8,23.0,85.3,9.4,1.1,0.15,2.1,30.4,10.55,11365,0.433,52.9,0.33899999999999997,0.316,0.134,199.3,84.0,0.18,0.122,323.51,,87.7,,51.4,19.35,22.8978978978979
"Mills County, Iowa",Iowa,13.3,86.7,22.6,5.1,79.35,"(30000.0, 40000.0]",29.45,19.5,24.25,0.9,11.6,14.3,95.9,0.30000000000000004,0.30000000000000004,0.45,0.9,12.5,12.6,15055,0.38,26.1,0.281,0.28300000000000003,0.08,206.8,,0.08900000000000001,0.039,266.8,,71.3,,39.0,10.5,39.03785488958991
"Maverick County, Texas",Texas,44.8,55.2,13.7,4.2,80.85,"(15000.0, 20000.0]",22.15,24.25,25.6,1.1,10.55,16.4,3.25,0.05,1.05,0.30000000000000004,0.25,39.6,37.1,52779,0.473,78.3,0.124,0.303,0.09,386.2,95.3,0.35100000000000003,0.126,262.65,,34.3,4.2,60.6,31.9,-55.791875183985866
"Lancaster County, Virginia",Virginia,17.7,82.3,27.7,8.6,76.55,"(25000.0, 30000.0]",30.25,22.45,22.15,0.8,14.4,9.95,70.3,27.65,0.05,0.55,0.65,25.15,6.9,11399,0.439,38.6,,0.317,0.14,452.0,193.7,0.173,0.08199999999999999,116.24,,97.6,,47.2,11.05,9.971207758751326
"Charlton County, Georgia",Georgia,27.4,72.6,7.2,2.9,66.0,"(20000.0, 25000.0]",14.05,20.4,30.15,0.5,16.45,18.45,67.35,28.55,0.4,0.30000000000000004,1.15,28.75,13.95,11435,0.43200000000000005,66.8,0.322,0.315,0.115,320.4,133.9,0.212,0.114,163.99,,65.0,,9.3,18.9,48.55289421157684
"Albany County, Wyoming",Wyoming,6.7,93.3,47.4,20.1,82.85,"(15000.0, 20000.0]",43.25,18.8,22.65,1.0,6.95,7.35,85.5,1.0,0.55,2.5,2.1,16.15,5.5,34642,0.494,13.5,0.141,0.218,0.05,444.6,78.8,0.196,0.044000000000000004,115.85,,49.3,,53.7,21.45,4.342265529841647
"Madison County, Alabama",Alabama,12.2,87.8,37.4,13.5,79.15,"(30000.0, 40000.0]",43.85,14.0,23.9,0.2,7.2,10.9,67.4,23.55,0.55,2.35,2.35,20.65,6.85,324429,0.45399999999999996,33.9,0.183,0.30000000000000004,0.11699999999999999,496.3,212.7,0.15,0.062,496.54,5.38,55.8,8.5,54.7,11.65,16.7827782759464
"St. Charles County, Missouri",Missouri,7.8,92.2,33.4,10.8,80.1,"(30000.0, 40000.0]",39.5,14.1,28.2,0.1,8.6,9.5,89.8,4.0,0.15,2.0,1.55,6.35,3.85,351523,0.373,18.8,0.166,0.306,0.076,211.4,70.1,0.099,0.06,156.75,1.83,54.6,6.2,54.9,4.8,26.401287134171703
"Angelina County, Texas",Texas,22.0,78.0,15.9,4.8,73.8,"(20000.0, 25000.0]",27.75,18.0,23.15,0.7000000000000001,11.45,18.9,64.45,14.6,0.25,0.85,1.05,29.85,9.55,84618,0.452,72.7,0.207,0.318,0.11,438.0,159.0,0.252,0.067,350.84,5.76,65.2,5.3,51.3,17.85,47.29829260127219
"Wayne County, Iowa",Iowa,15.6,84.4,10.8,2.5,71.35,"(20000.0, 25000.0]",28.65,14.65,16.45,3.0,10.85,26.4,97.7,0.15,0.1,0.55,0.9,16.4,11.95,6366,0.414,42.6,0.198,0.314,0.09699999999999999,142.7,,0.141,0.049,47.28,,93.7,,51.7,12.8,46.21704895583703
"Gem County, Idaho",Idaho,16.5,83.5,12.6,3.3,76.5,"(25000.0, 30000.0]",25.65,17.55,26.05,2.65,14.85,13.25,88.8,0.05,0.30000000000000004,0.30000000000000004,2.45,24.0,9.75,16537,0.409,43.5,0.195,0.298,0.099,162.0,,0.23,0.091,197.14,,88.2,,23.4,13.75,59.745975855130794
"Winkler County, Texas",Texas,37.1,62.9,9.8,2.6,71.25,"(20000.0, 25000.0]",20.85,19.6,15.25,0.35000000000000003,28.75,15.15,44.45,1.35,0.65,0.15,1.3,19.4,15.1,6846,0.431,63.4,,0.318,0.1,236.8,,0.272,0.047,218.94,,80.7,,63.8,18.35,52.48264815803523
"Howard County, Missouri",Missouri,14.4,85.6,21.6,7.5,78.45,"(20000.0, 25000.0]",28.1,22.6,21.0,1.35,12.85,14.1,90.75,5.5,0.30000000000000004,0.45,1.7000000000000002,27.6,12.35,10001,0.45799999999999996,21.8,0.36,0.316,0.107,264.6,81.8,0.162,0.061,128.77,,67.2,,33.5,15.5,41.18738404452691
"Jackson County, Alabama",Alabama,26.0,74.0,12.0,4.6,74.25,"(20000.0, 25000.0]",22.85,14.1,20.7,1.15,12.9,28.3,90.2,3.4,1.35,0.25,2.65,25.55,14.9,53062,0.43799999999999994,53.1,0.221,0.30000000000000004,0.134,198.9,64.3,0.184,0.07100000000000001,241.54,5.08,93.6,7.8,37.4,17.6,62.44888140485928
"Jefferson County, Alabama",Alabama,13.4,86.6,28.8,10.7,76.95,"(25000.0, 30000.0]",35.45,15.65,28.8,0.1,8.35,11.7,52.8,41.2,0.2,1.4,1.0,24.7,10.6,660339,0.49200000000000005,47.8,0.212,0.322,0.11699999999999999,855.3,592.9,0.151,0.068,697.53,17.47,79.3,11.3,54.2,15.35,-7.227233713992241
"Bleckley County, Georgia",Georgia,26.8,73.2,10.1,6.3,80.65,"(20000.0, 25000.0]",21.5,21.7,21.5,4.45,10.15,20.7,69.5,27.55,0.05,0.9,0.8,29.0,13.85,12823,0.491,29.7,0.19699999999999998,0.301,0.12300000000000001,684.7,361.6,0.182,0.135,299.68,,75.8,,34.6,19.35,53.16173490068911
"Posey County, Indiana",Indiana,11.0,89.0,18.5,6.5,82.05,"(30000.0, 40000.0]",28.7,11.9,24.95,0.8,11.35,22.25,96.75,0.9,0.1,0.2,0.85,12.4,9.0,26077,0.39799999999999996,27.1,0.215,0.316,0.107,233.3,40.7,0.11599999999999999,0.07200000000000001,,,74.3,,55.0,8.3,39.18701799485862
"Jasper County, South Carolina",South Carolina,25.1,74.9,9.4,2.7,64.1,"(20000.0, 25000.0]",17.65,27.35,21.6,1.25,16.25,15.95,37.8,45.95,0.1,0.55,1.75,33.15,14.35,23513,0.462,70.3,0.262,0.415,0.131,420.7,430.9,0.27399999999999997,0.08600000000000001,520.09,15.5,105.1,,32.1,20.7,-11.88097917839054
"Bourbon County, Kansas",Kansas,13.5,86.5,20.4,6.7,82.0,"(20000.0, 25000.0]",28.2,18.45,25.75,1.85,8.7,17.0,92.2,2.65,0.6000000000000001,0.7000000000000001,2.05,24.9,12.55,15009,0.41700000000000004,58.4,0.192,0.37799999999999995,0.098,226.9,56.2,0.149,0.063,316.02,,79.5,,35.5,14.85,50.827982426495424
"Cullman County, Alabama",Alabama,23.1,76.9,13.8,5.4,74.0,"(20000.0, 25000.0]",25.3,15.0,23.3,1.35,14.6,20.45,92.9,1.1,0.45,0.35000000000000003,1.05,24.45,13.45,80518,0.445,55.9,0.22,0.324,0.13,321.6,58.8,0.179,0.064,181.25,3.05,79.6,7.2,36.9,16.65,77.8046032512474
"Meriwether County, Georgia",Georgia,27.2,72.8,9.7,3.9,74.2,"(20000.0, 25000.0]",20.4,16.45,21.9,1.7000000000000002,13.2,26.3,57.25,39.75,0.25,0.30000000000000004,1.0,35.45,12.1,22425,0.413,57.9,0.19399999999999998,0.32299999999999995,0.132,444.1,220.8,0.213,0.113,243.61,7.62,79.3,,42.6,17.1,15.423156518897727
"Newton County, Indiana",Indiana,14.2,85.8,9.5,2.7,77.8,"(25000.0, 30000.0]",22.8,12.85,21.15,2.5,13.5,27.1,93.6,0.45,0.1,0.35000000000000003,0.95,3.95,5.2,14109,0.40299999999999997,35.0,0.41700000000000004,0.341,0.119,155.4,,0.18,0.098,122.49,,90.9,,43.7,8.1,46.12329476774305
"Kent County, Michigan",Michigan,11.7,88.3,29.9,10.0,78.0,"(25000.0, 30000.0]",33.3,16.2,26.05,0.75,7.1,16.65,77.0,9.05,0.30000000000000004,2.2,2.1,22.15,6.95,602217,0.441,37.5,0.17600000000000002,0.307,0.095,595.1,154.6,0.128,0.065,416.94,3.45,53.6,7.8,46.4,13.7,3.066575244065696
"Butler County, Alabama",Alabama,25.2,74.8,11.0,3.2,74.35,"(20000.0, 25000.0]",21.5,16.85,26.55,2.1,9.6,23.45,55.4,42.25,0.25,0.7000000000000001,0.8,34.2,21.25,20568,0.46299999999999997,61.5,0.305,0.38299999999999995,0.16,639.2,219.8,0.16399999999999998,0.109,452.92,9.58,70.8,10.8,34.0,23.5,13.529073114565357
"Lonoke County, Arkansas",Arkansas,14.2,85.8,16.6,4.9,75.45,"(25000.0, 30000.0]",29.9,14.15,28.05,1.3,12.2,14.35,88.0,6.35,0.5,0.75,1.45,23.65,12.95,65890,0.391,47.1,0.206,0.312,0.10800000000000001,317.3,57.3,0.165,0.061,390.71,4.24,71.1,6.8,45.8,12.45,52.81593660902729
"Scott County, Tennessee",Tennessee,26.5,73.5,9.9,3.6,75.05,"(20000.0, 25000.0]",24.25,17.05,19.5,0.8,11.85,26.5,97.8,0.05,0.30000000000000004,0.2,0.75,31.6,20.5,22040,0.423,60.3,0.511,0.299,0.115,162.5,44.4,0.183,0.17400000000000002,390.36,,100.1,,31.2,24.35,71.73943563105435
"Dickinson County, Kansas",Kansas,9.8,90.2,19.9,5.7,74.4,"(25000.0, 30000.0]",28.4,19.0,21.5,1.5,12.7,16.9,92.85,0.7000000000000001,0.55,0.25,2.05,19.45,11.2,19365,0.389,36.7,0.19699999999999998,0.337,0.104,202.6,28.2,0.13699999999999998,0.055,169.39,,58.0,,42.6,9.7,53.98351648351647
"Bertie County, North Carolina",North Carolina,27.7,72.3,10.1,2.8,71.05,"(20000.0, 25000.0]",21.4,18.95,20.55,3.0,10.9,25.2,35.05,62.4,0.4,0.30000000000000004,0.65,39.45,16.55,20234,0.48,59.2,0.185,0.35000000000000003,0.14800000000000002,847.9,391.4,0.173,0.121,173.74,6.92,86.1,13.0,46.9,22.9,-25.170575692963773
"Cass County, Missouri",Missouri,8.4,91.6,21.4,6.6,77.85,"(30000.0, 40000.0]",31.85,14.65,26.95,0.25,13.4,12.9,90.05,3.2,0.6000000000000001,0.65,1.7000000000000002,13.15,4.45,98340,0.368,30.6,0.226,0.331,0.099,295.8,67.4,0.133,0.068,151.05,3.73,65.8,6.6,39.9,7.65,35.86710046337376
"Davis County, Utah",Utah,5.0,95.0,33.8,10.1,77.0,"(30000.0, 40000.0]",38.45,13.25,28.45,0.1,8.8,10.85,86.5,1.1,0.45,1.65,2.4,8.15,5.1,296490,0.384,23.8,0.063,0.247,0.063,239.9,53.9,0.12,0.053,106.59,1.2,48.1,4.3,39.6,6.25,23.322918756747978
"Ogemaw County, Michigan",Michigan,18.7,81.3,10.7,4.1,76.85,"(15000.0, 20000.0]",25.25,19.7,26.35,1.2,10.65,16.75,96.0,0.1,0.5,0.4,1.65,35.45,9.8,21529,0.434,34.4,0.19899999999999998,0.34400000000000003,0.121,111.3,,0.157,0.102,220.07,,77.7,,38.3,18.25,36.55882919314462
"Calhoun County, Iowa",Iowa,9.3,90.7,18.0,4.3,81.2,"(25000.0, 30000.0]",31.95,22.45,22.45,1.2,7.05,14.9,96.9,0.65,0.15,0.2,0.95,21.9,10.25,9817,0.42200000000000004,29.4,0.22399999999999998,0.304,0.10800000000000001,207.8,,0.10800000000000001,0.048,85.8,,89.4,,60.4,10.9,40.548481880509286
"Harrison County, Kentucky",Kentucky,20.8,79.2,13.8,5.8,73.45,"(20000.0, 25000.0]",25.1,12.0,23.65,2.55,9.75,26.9,94.55,2.3,0.1,0.30000000000000004,0.95,33.35,17.15,18688,0.433,61.5,0.309,0.294,0.132,218.4,32.0,0.173,0.075,164.38,,91.7,,25.4,19.25,43.75321336760926
"Aroostook County, Maine",Maine,16.1,83.9,16.2,4.4,76.45,"(20000.0, 25000.0]",28.8,19.05,22.95,3.25,9.85,16.05,95.2,0.6000000000000001,1.45,0.5,1.25,25.7,12.5,71922,0.425,28.2,0.238,0.32899999999999996,0.141,166.5,43.8,0.151,0.092,72.08,,60.5,6.3,38.8,16.15,17.281125761519327
"Tuscarawas County, Ohio",Ohio,15.5,84.5,14.3,5.1,74.4,"(25000.0, 30000.0]",26.1,17.05,22.05,0.95,9.1,24.7,96.2,0.85,0.15,0.30000000000000004,0.95,20.95,10.05,91912,0.402,35.6,0.221,0.321,0.091,261.6,19.0,0.154,0.068,67.82,,49.1,6.6,37.1,12.05,35.447016563560155
"McIntosh County, Oklahoma",Oklahoma,22.9,77.1,11.1,2.9,75.5,"(20000.0, 25000.0]",25.0,20.15,26.7,0.30000000000000004,11.7,16.15,70.45,3.3,17.25,0.2,6.9,33.6,18.6,19921,0.42,61.2,0.28,0.35000000000000003,0.149,422.4,63.8,0.272,0.08,217.95,7.9,105.0,14.7,34.7,22.8,42.46041719024882
"Henderson County, North Carolina",North Carolina,12.8,87.2,27.3,10.1,74.2,"(25000.0, 30000.0]",32.4,17.55,22.4,0.5,11.55,15.6,85.35,3.05,0.30000000000000004,0.85,1.3,26.3,7.75,103536,0.43200000000000005,50.3,0.17400000000000002,0.21899999999999997,0.09699999999999999,194.6,87.4,0.209,0.073,156.19,3.79,75.5,6.2,49.2,12.4,27.936982925541265
"Page County, Iowa",Iowa,12.5,87.5,16.7,4.1,74.2,"(20000.0, 25000.0]",31.35,14.95,24.65,1.45,6.95,20.55,93.05,2.45,0.5,0.6000000000000001,0.8,19.75,8.4,15840,0.425,40.9,0.162,0.322,0.109,206.4,59.4,0.103,0.054000000000000006,124.33,,68.3,,56.3,11.55,44.11595866819748
"Warren County, Ohio",Ohio,9.2,90.8,35.9,13.3,79.9,"(30000.0, 40000.0]",41.3,14.25,24.75,0.25,7.3,12.15,89.75,3.15,0.1,3.45,1.5,7.9,5.4,207911,0.40399999999999997,21.2,0.141,0.262,0.08600000000000001,152.2,69.5,0.091,0.063,74.12,1.12,46.4,5.7,54.3,6.05,37.55754721935336
"Sharp County, Arkansas",Arkansas,19.6,80.4,12.5,5.1,75.8,"(20000.0, 25000.0]",26.85,16.05,20.9,4.0,12.05,20.15,95.15,0.45,0.75,0.15,2.05,30.85,15.4,17476,0.42700000000000005,60.2,0.311,0.303,0.12,172.6,67.3,0.22399999999999998,0.099,95.92,,105.5,,44.2,21.0,54.27822246756833
"Knox County, Tennessee",Tennessee,11.7,88.3,33.8,12.3,76.85,"(25000.0, 30000.0]",38.5,15.6,28.6,0.1,7.6,9.55,84.75,8.75,0.2,1.8,1.6,22.2,8.25,427940,0.475,35.2,0.185,0.295,0.105,439.9,239.7,0.149,0.063,561.65,6.68,79.3,6.1,43.4,14.2,23.91027858043354
"Yazoo County, Mississippi",Mississippi,26.4,73.6,11.9,3.7,71.8,"(15000.0, 20000.0]",23.7,21.55,23.8,1.8,7.95,21.2,37.65,57.35,0.35000000000000003,0.25,1.05,48.25,25.4,28180,0.48700000000000004,91.4,0.245,0.38299999999999995,0.132,953.9,475.9,0.2,0.114,,12.62,73.9,11.0,58.8,32.2,-6.6012939749292485
"Gogebic County, Michigan",Michigan,9.8,90.2,18.6,4.5,72.8,"(20000.0, 25000.0]",26.05,25.25,19.95,2.05,11.0,15.65,90.25,3.7,3.15,0.35000000000000003,1.4,33.75,10.65,16310,0.43,32.1,0.136,0.28300000000000003,0.107,159.7,,0.161,0.102,,,92.3,,54.9,17.65,14.959660877888695
"Rowan County, North Carolina",North Carolina,20.0,80.0,17.0,4.8,74.8,"(25000.0, 30000.0]",26.75,16.75,22.3,0.25,11.8,22.25,74.7,15.55,0.25,0.95,1.65,25.45,10.7,137907,0.434,51.4,0.249,0.331,0.126,487.6,283.8,0.19399999999999998,0.099,328.15,6.53,77.7,8.0,41.7,15.6,36.74815308031326
"Morton County, North Dakota",North Dakota,12.2,87.8,22.3,3.2,74.15,"(25000.0, 30000.0]",31.3,18.0,24.75,1.2,11.35,13.4,93.45,0.35000000000000003,3.4,0.35000000000000003,1.2,16.1,9.5,26660,0.39799999999999996,29.4,0.18100000000000002,0.294,0.075,349.8,,0.11699999999999999,0.037000000000000005,184.22,,64.5,9.4,19.0,8.3,53.013443107995116
"Hampshire County, Massachusetts",Massachusetts,7.6,92.4,41.3,20.8,88.05,"(20000.0, 25000.0]",43.0,17.1,23.1,0.4,7.05,9.35,87.05,2.15,0.15,4.1,2.0,11.85,8.1,156620,0.435,5.4,0.121,0.22399999999999998,0.066,250.3,102.4,0.047,0.055999999999999994,244.06,,38.0,3.7,64.9,11.6,-39.45511302214287
"Jasper County, Illinois",Illinois,11.8,88.2,13.0,5.6,76.6,"(20000.0, 25000.0]",28.25,15.6,21.8,1.95,10.25,22.15,98.25,0.2,0.2,0.2,0.45,15.25,5.05,9671,0.37200000000000005,29.4,,0.30000000000000004,0.102,133.8,,0.133,0.083,231.66,,82.0,,44.8,9.3,59.73746081504703
"Brown County, Texas",Texas,18.3,81.7,15.0,4.5,69.0,"(25000.0, 30000.0]",26.75,18.2,23.35,0.95,10.95,19.8,75.35,3.85,0.45,0.30000000000000004,1.1,25.9,13.45,38165,0.476,57.7,0.258,0.32299999999999995,0.105,382.3,142.6,0.238,0.06,353.22,4.12,67.6,11.3,31.0,16.95,74.47845723707793
"Decatur County, Indiana",Indiana,15.4,84.6,14.8,5.9,74.1,"(25000.0, 30000.0]",25.0,14.25,22.85,1.35,8.4,28.15,96.35,0.2,0.05,1.3,0.8,18.9,7.75,25403,0.408,48.0,0.212,0.28600000000000003,0.102,107.9,35.0,0.168,0.08800000000000001,,,67.2,8.3,39.9,10.5,57.38621000450652
"Jackson Parish, Louisiana",Louisiana,17.7,82.3,13.5,4.4,72.8,"(20000.0, 25000.0]",22.9,21.75,24.35,1.05,14.5,15.45,68.75,28.6,0.1,0.1,1.15,21.9,12.15,15692,0.413,61.6,0.193,0.35200000000000004,0.111,404.3,144.5,0.198,0.073,56.2,,52.3,,41.8,15.1,40.59485530546624
"McKenzie County, North Dakota",North Dakota,11.6,88.4,21.2,4.4,76.65,"(25000.0, 30000.0]",35.95,19.15,19.0,2.05,12.15,11.75,74.85,0.30000000000000004,21.45,0.30000000000000004,1.2,21.75,11.35,5977,0.466,32.7,0.256,0.326,0.09699999999999999,256.4,,0.141,0.015,91.69,,116.8,,51.0,11.15,64.54070526774052
"Coal County, Oklahoma",Oklahoma,21.5,78.5,9.1,2.6,74.55,"(20000.0, 25000.0]",21.05,14.9,20.65,3.5,21.0,18.85,72.3,0.35000000000000003,13.0,0.1,11.3,32.35,21.5,5811,0.419,78.1,0.228,0.332,0.136,489.2,,0.257,0.059,124.73,,130.9,,54.7,21.6,61.88884245716674
"Arkansas County, Arkansas",Arkansas,20.6,79.4,14.3,5.1,72.05,"(20000.0, 25000.0]",27.35,15.6,23.75,4.55,8.5,20.3,71.8,24.35,0.1,0.5,1.25,28.85,15.4,19202,0.467,65.7,0.22,0.354,0.14400000000000002,735.8,165.1,0.19699999999999998,0.077,324.38,9.52,87.9,,39.3,18.65,30.365480598937374
"Cook County, Illinois",Illinois,16.8,83.2,33.2,13.1,77.85,"(30000.0, 40000.0]",36.6,16.95,25.85,0.1,6.95,13.55,44.55,24.85,0.1,5.85,1.4,22.85,11.6,5225838,0.488,44.1,0.183,0.262,0.091,704.8,558.5,0.188,0.09300000000000001,696.89,11.58,48.4,7.9,54.5,15.2,-52.956454677491166
"Jackson County, Mississippi",Mississippi,15.4,84.6,18.4,6.0,75.1,"(25000.0, 30000.0]",29.35,18.8,23.35,0.25,14.15,14.15,70.45,21.7,0.30000000000000004,2.05,1.5,23.85,9.45,135690,0.441,55.0,0.266,0.331,0.129,419.6,206.9,0.19899999999999998,0.098,355.93,8.65,101.8,7.7,49.5,14.8,39.84823490597163
"Watauga County, North Carolina",North Carolina,13.1,86.9,37.1,16.3,86.85,"(0.0, 15000.0]",32.3,22.1,27.45,0.6000000000000001,10.45,7.1,93.35,1.5,0.2,0.85,1.5,21.2,9.6,47857,0.516,9.9,0.16399999999999998,0.275,0.092,179.2,62.3,0.19899999999999998,0.083,110.09,,60.7,9.2,56.3,23.65,-1.501616323125603
"Wayne County, Nebraska",Nebraska,8.4,91.6,28.0,8.5,88.25,"(15000.0, 20000.0]",30.95,19.55,25.35,3.45,7.6,13.05,93.1,0.95,0.25,0.9,1.1,31.65,10.4,9464,0.38799999999999996,7.5,0.128,0.29100000000000004,0.07200000000000001,231.5,,0.133,0.032,74.33,,58.5,,73.7,15.5,49.385026737967905
"Greene County, Arkansas",Arkansas,19.1,80.9,12.0,3.8,77.05,"(20000.0, 25000.0]",23.95,14.8,22.7,1.3,11.75,25.5,95.45,0.7000000000000001,0.55,0.30000000000000004,1.15,31.4,14.0,41140,0.409,65.5,0.177,0.37799999999999995,0.149,367.5,92.0,0.183,0.08800000000000001,290.34,6.31,83.3,8.8,58.8,17.25,52.48626373626374
"La Plata County, Colorado",Colorado,6.4,93.6,40.6,14.7,74.75,"(25000.0, 30000.0]",37.9,17.45,23.75,0.6000000000000001,12.5,7.75,80.5,0.45,5.1,0.6000000000000001,1.9,13.25,6.3,50506,0.419,24.3,0.17400000000000002,0.16699999999999998,0.055,335.2,78.4,0.204,0.066,424.8,3.77,77.8,,46.8,10.3,-9.208384870776634
"Butler County, Ohio",Ohio,13.2,86.8,25.9,9.5,79.95,"(25000.0, 30000.0]",33.85,16.4,26.6,0.15,8.45,14.6,85.65,6.85,0.2,2.2,1.8,19.15,6.8,362504,0.42700000000000005,35.8,0.22699999999999998,0.298,0.104,302.2,84.2,0.129,0.07100000000000001,339.05,2.94,55.0,8.0,49.8,12.75,28.346059303416425
"Summit County, Ohio",Ohio,10.5,89.5,29.2,10.0,80.2,"(25000.0, 30000.0]",35.9,16.45,26.45,0.1,7.2,13.9,80.5,14.05,0.2,2.05,1.8,22.65,7.95,543001,0.456,33.9,0.187,0.292,0.104,442.4,145.9,0.141,0.068,417.92,5.07,54.6,7.4,52.4,13.4,-8.15845593089459
"Todd County, Kentucky",Kentucky,27.2,72.8,10.0,4.4,71.9,"(20000.0, 25000.0]",23.75,16.35,20.65,3.75,11.3,24.2,87.15,8.25,0.1,0.05,1.1,24.0,20.6,12251,0.433,37.8,0.28500000000000003,0.32899999999999996,0.115,232.7,105.9,0.22,0.079,65.15,,71.5,,36.6,19.65,53.833263510682855
"Hardin County, Iowa",Iowa,9.5,90.5,20.2,6.7,78.8,"(25000.0, 30000.0]",31.9,15.5,22.75,3.55,9.4,16.9,94.15,1.1,0.2,0.35000000000000003,0.65,22.0,8.35,17510,0.42,28.7,0.20199999999999999,0.33799999999999997,0.085,235.3,,0.114,0.055,108.88,,79.1,,43.2,10.8,29.170129407574493
"Butler County, Kansas",Kansas,8.1,91.9,24.8,7.3,79.25,"(30000.0, 40000.0]",33.6,16.75,23.15,0.55,11.0,15.0,91.6,1.55,0.8,0.65,2.0,16.2,5.85,64379,0.418,29.6,0.16899999999999998,0.33299999999999996,0.094,261.3,59.8,0.11199999999999999,0.066,218.56,,67.2,6.9,53.4,7.85,45.440094636057815
"Mason County, Washington",Washington,13.4,86.6,17.9,5.7,71.8,"(25000.0, 30000.0]",29.05,18.8,22.85,3.1,12.45,13.8,83.65,1.1,3.2,1.25,3.55,20.4,9.8,58520,0.414,44.1,0.249,0.322,0.1,267.1,166.8,0.196,0.104,307.36,3.45,71.9,6.5,28.7,15.35,6.003529369395338
